Months_As_Customer,Age,Policy_Number,Policy_Bind_Date,Policy_State,Policy_Csl,Policy_Deductable,Income,Policy_Annual_Premium,Insured_Zip,Insured_Sex,Insured_Education_Level,Insured_Occupation,Insured_Hobbies,Insured_Relationship,Incident_Date,Incident_Type,Collision_Type,Incident_Severity,Incident_State,Incident_City,Bodily_Injuries,Witnesses,Total_Claim_Amount,Injury_Claim,Vehicle_Claim,Auto_Make,Auto_Model,CAR_USE,URBANICITY,Auto_Year
295,49,872814,13-06-1992,IL,100/300,500,78062,1141.62,451672,MALE,College,prof-specialty,kayaking,husband,01-01-2015,Vehicle Theft,Others,Minor Damage,WV,Columbus,1,3,4320,480,3360,Mercedes,E400,Private,Urban,2002
464,61,632627,07-10-1990,OH,500/1000,1000,118074,1125.37,604450,FEMALE,Associate,prof-specialty,basketball,husband,13-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,VA,Northbend,0,2,79800,6650,53200,Saab,95,Private,Urban,2000
118,28,283414,28-12-1991,IN,500/1000,2000,3355,1207.36,432896,FEMALE,High School,handlers-cleaners,camping,own-child,01-03-2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Columbus,1,0,74200,7420,51940,Volkswagen,Passat,Commercial,Urban,1997
298,47,163161,11-11-1998,IL,500/1000,2000,66923,1338.5,618929,FEMALE,PhD,machine-op-inspct,basketball,other-relative,02-02-2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,0,0,70590,10860,48870,Saab,93,Private,Urban,2000
87,31,853360,26-06-2009,IN,500/1000,1000,83329,1074.07,451312,FEMALE,Masters,sales,chess,husband,27-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Springfield,0,3,60940,5540,44320,Nissan,Ultima,Commercial,Urban,2006
261,42,776860,11-01-2009,OH,250/500,500,59896,1337.56,605141,FEMALE,College,prof-specialty,video-games,unmarried,12-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Riverwood,1,2,74700,7470,52290,Dodge,RAM,Private,Urban,2010
453,60,149367,18-03-2003,IN,100/300,500,55422,1298.91,459504,MALE,PhD,craft-repair,dancing,unmarried,06-01-2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Springfield,0,0,70000,14000,49000,Ford,F150,Private,Urban,2015
210,41,395269,02-11-2012,IL,500/1000,500,23245,1222.75,432781,MALE,High School,exec-managerial,polo,other-relative,30-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Columbus,2,0,81070,14740,51590,BMW,X5,Private,Urban,2001
168,32,981123,04-05-2000,IN,100/300,1000,71207,1059.52,452748,MALE,MD,protective-serv,camping,own-child,01-03-2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Hillsdale,1,1,57720,14430,33670,Saab,93,Commercial,Rural,2007
390,51,143626,29-09-1999,OH,250/500,2000,17352,1124.38,618316,MALE,Associate,armed-forces,reading,other-relative,24-02-2015,Vehicle Theft,Others,Minor Damage,VA,Northbrook,1,1,7080,1180,4720,Ford,F150,Private,Urban,2001
258,46,648397,09-03-1999,IN,100/300,1000,51544,1110.37,455365,MALE,MD,machine-op-inspct,hiking,other-relative,24-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Riverwood,0,1,47700,4770,33390,Accura,MDX,Commercial,Rural,1997
107,31,154982,13-02-1991,IL,500/1000,2000,71892,1374.22,470603,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,26-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Hillsdale,0,3,51260,9320,32620,Suburu,Legacy,Commercial,Urban,2002
225,41,330591,05-08-1993,OH,500/1000,2000,35714,1103.58,475292,MALE,High School,exec-managerial,exercise,unmarried,19-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbend,2,2,70400,6400,51200,Toyota,Highlander,Private,Urban,2011
164,38,319232,31-10-1997,IL,250/500,2000,35714,1269.76,467743,FEMALE,PhD,transport-moving,yachting,not-in-family,17-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Hillsdale,1,3,90000,18000,63000,Ford,Fusion,Private,Urban,2015
245,39,531640,21-04-2001,OH,250/500,500,64122,964.79,460675,FEMALE,Associate,adm-clerical,camping,husband,20-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,0,1,72820,13240,52960,BMW,3 Series,Private,Urban,2010
255,41,368050,08-01-2013,IL,500/1000,2000,24234,1167.3,618123,MALE,High School,priv-house-serv,board-games,other-relative,22-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,2,0,69300,13860,41580,Volkswagen,Passat,Commercial,Rural,2000
206,36,253791,23-07-2009,IL,500/1000,500,46671,1625.45,607452,FEMALE,MD,other-service,video-games,other-relative,23-01-2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,2,1,76560,12760,51040,Ford,Fusion,Private,Rural,2008
203,38,155724,20-02-1998,IL,250/500,500,0,1394.43,606352,FEMALE,Masters,other-service,skydiving,not-in-family,31-01-2015,Single Vehicle Collision,Front Collision,Major Damage,VA,Columbus,0,1,55440,0,49280,Nissan,Maxima,Private,Urban,1999
22,25,824540,13-03-2008,OH,250/500,2000,40095,1053.24,603527,FEMALE,College,prof-specialty,movies,other-relative,05-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,NC,Arlington,1,0,77130,8570,51420,Accura,MDX,Commercial,Urban,1995
211,35,717392,20-08-1996,IL,100/300,500,26906,1040.75,445601,FEMALE,JD,prof-specialty,paintball,not-in-family,03-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Northbend,1,1,42000,7000,28000,BMW,X5,Private,Urban,2011
206,39,965768,27-07-2014,IN,250/500,1000,44516,1302.4,603948,MALE,JD,craft-repair,dancing,unmarried,17-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Hillsdale,2,3,36300,3300,23100,Ford,Escape,Private,Urban,2013
166,38,414779,09-11-1992,IL,100/300,2000,18159,1588.55,435758,MALE,MD,protective-serv,video-games,unmarried,09-01-2015,Single Vehicle Collision,Side Collision,Total Loss,WV,Columbus,0,0,40320,5760,28800,Suburu,Impreza,Private,Rural,2001
165,32,428230,04-06-2012,IN,500/1000,500,21276,1399.26,611586,FEMALE,High School,tech-support,exercise,own-child,08-02-2015,Parked Car,Others,Minor Damage,PA,Northbrook,2,0,3960,330,2970,BMW,M5,Private,Urban,1998
274,43,517240,13-05-2001,OH,100/300,2000,46604,1352.31,465263,MALE,College,farming-fishing,basketball,wife,06-02-2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbend,0,3,63840,10640,42560,BMW,X5,Commercial,Urban,2006
81,28,469874,17-09-2011,IL,250/500,1000,0,1139,617858,FEMALE,Masters,sales,sleeping,husband,14-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Northbend,1,2,44730,4970,34790,Saab,92x,Private,Urban,2000
280,45,718428,15-07-2011,IN,250/500,1000,7832,1397.67,607889,MALE,JD,machine-op-inspct,camping,wife,22-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Arlington,1,2,84720,14120,56480,Ford,Escape,Private,Urban,1999
194,39,620215,27-07-2005,IN,250/500,500,0,823.17,455689,MALE,Masters,adm-clerical,paintball,own-child,23-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Columbus,2,2,61500,6150,43050,Dodge,RAM,Private,Rural,2012
112,27,618659,18-10-2005,OH,100/300,500,9828,965.13,450341,FEMALE,Masters,tech-support,exercise,unmarried,22-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,NC,Arlington,0,1,51000,8500,34000,Nissan,Pathfinder,Private,Rural,2013
24,33,649082,19-01-1996,IL,500/1000,1000,123456,1922.84,431277,FEMALE,High School,machine-op-inspct,skydiving,wife,24-01-2015,Single Vehicle Collision,Side Collision,Total Loss,WV,Northbend,2,1,46800,4680,32760,Jeep,Wrangler,Commercial,Urban,2002
93,32,437573,29-09-2005,OH,250/500,2000,56347,1624.82,454656,MALE,PhD,exec-managerial,basketball,unmarried,09-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,Northbend,1,1,78120,17360,52080,BMW,3 Series,Commercial,Urban,2006
171,34,964657,18-02-1997,IN,250/500,2000,989,1277.25,605169,FEMALE,College,exec-managerial,yachting,other-relative,19-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Springfield,1,2,69200,13840,48440,Volkswagen,Passat,Private,Urban,1996
200,40,932502,11-05-2010,IL,100/300,1000,10730,1439.34,444822,FEMALE,High School,sales,exercise,other-relative,01-01-2015,Vehicle Theft,Others,Minor Damage,VA,Riverwood,0,0,3690,410,2870,Ford,Escape,Private,Urban,2015
120,28,434507,06-02-2009,IL,250/500,1000,9873,1281.27,447442,FEMALE,PhD,tech-support,golf,not-in-family,07-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Springfield,0,3,65500,6550,52400,BMW,X5,Private,Urban,2010
325,46,935277,09-07-2013,IL,500/1000,500,53982,1348.83,474360,FEMALE,High School,prof-specialty,basketball,wife,01-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Springfield,1,2,76120,13840,55360,Toyota,Camry,Commercial,Rural,1999
124,32,756054,06-06-1992,IL,250/500,1000,50402,1198.15,447925,FEMALE,MD,other-service,hiking,not-in-family,21-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Springfield,0,2,73560,12260,49040,BMW,X5,Private,Rural,1995
211,35,682387,08-03-1998,OH,100/300,2000,24722,1221.22,451586,MALE,Masters,machine-op-inspct,camping,other-relative,21-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Northbend,0,1,52030,9460,37840,Mercedes,E400,Private,Urban,2008
287,41,456604,29-03-2004,IL,500/1000,2000,24722,968.74,477519,MALE,Masters,transport-moving,video-games,wife,19-01-2015,Vehicle Theft,Others,Trivial Damage,SC,Northbrook,2,3,5170,470,3760,Suburu,Forrestor,Private,Urban,2001
122,34,139872,01-06-2006,IN,250/500,1000,2226,1220.71,603639,MALE,PhD,machine-op-inspct,video-games,own-child,27-02-2015,Parked Car,Others,Minor Damage,SC,Northbend,2,1,8190,1890,5040,Chevrolet,Silverado,Private,Urban,2013
22,29,354105,08-06-1994,IN,250/500,2000,73655,1238.62,463993,MALE,MD,exec-managerial,yachting,other-relative,14-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Springfield,2,3,70800,7080,49560,Accura,MDX,Commercial,Rural,2012
106,31,165485,12-02-1998,IL,500/1000,2000,69789,1320.75,441491,FEMALE,JD,farming-fishing,video-games,wife,01-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Springfield,0,3,45630,5070,35490,Accura,MDX,Private,Urban,2011
398,58,515050,16-11-2000,OH,100/300,500,20331,990.98,469429,FEMALE,Associate,exec-managerial,cross-fit,wife,02-02-2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbrook,2,1,99320,7640,76400,Accura,TL,Commercial,Urban,2002
214,41,795686,24-10-2004,IL,500/1000,500,31270,1398.51,472214,MALE,Masters,tech-support,polo,not-in-family,01-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,NC,Northbend,2,0,64000,12800,44800,BMW,X6,Private,Rural,1996
209,38,395983,08-11-2009,OH,100/300,500,49485,1355.08,614945,FEMALE,MD,other-service,golf,other-relative,19-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,1,1,47300,4730,37840,Nissan,Pathfinder,Private,Rural,2014
82,27,119513,21-09-1996,IL,100/300,1000,117984,1384.51,476727,MALE,PhD,adm-clerical,reading,not-in-family,18-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Springfield,2,3,71680,8960,53760,Volkswagen,Jetta,Commercial,Urban,2007
193,41,217938,16-07-1995,OH,250/500,500,45254,847.03,438555,FEMALE,JD,craft-repair,skydiving,not-in-family,08-02-2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Springfield,1,0,112320,17280,77760,Suburu,Impreza,Commercial,Urban,2011
134,32,203914,09-06-2001,OH,100/300,1000,42687,1000.06,440961,FEMALE,PhD,farming-fishing,base-jumping,wife,09-01-2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Columbus,1,0,82720,7520,60160,Audi,A3,Commercial,Urban,2014
288,45,565157,06-10-2002,IL,100/300,1000,48074,1046.71,616714,MALE,Masters,priv-house-serv,polo,husband,27-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Hillsdale,2,1,48060,10680,32040,Mercedes,C300,Commercial,Urban,2009
104,32,904191,14-07-1997,IN,250/500,500,55664,1158.03,434247,MALE,High School,exec-managerial,kayaking,own-child,08-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Riverwood,1,3,63570,9780,44010,Volkswagen,Jetta,Private,Rural,2006
431,54,419510,11-11-1994,OH,100/300,1000,44386,1372.27,436547,FEMALE,Masters,craft-repair,paintball,own-child,08-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Columbus,2,3,63240,10540,42160,Suburu,Forrestor,Private,Urban,1997
101,33,575000,23-06-2012,OH,100/300,1000,0,1053.04,619540,FEMALE,Masters,other-service,reading,own-child,24-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Northbrook,1,3,54240,9040,36160,Saab,93,Commercial,Urban,2013
375,50,120485,18-02-2007,OH,100/300,1000,0,1275.39,466283,MALE,Associate,sales,bungie-jumping,other-relative,12-02-2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Riverwood,2,3,37280,0,37280,Audi,A5,Private,Rural,1996
461,61,781181,27-06-2005,OH,100/300,2000,53244,1402.75,449557,MALE,JD,exec-managerial,exercise,husband,18-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Columbus,2,1,72100,7210,50470,Jeep,Wrangler,Commercial,Urban,2006
428,59,299796,29-09-1999,IN,250/500,500,27666,1344.36,473329,FEMALE,JD,prof-specialty,hiking,other-relative,06-02-2015,Parked Car,Others,Minor Damage,WV,Northbend,2,3,6500,1300,4550,Saab,92x,Private,Rural,2013
45,38,589749,14-05-2006,IN,100/300,1000,12240,1197.71,470117,MALE,Masters,machine-op-inspct,movies,not-in-family,14-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Springfield,2,0,78240,13040,52160,Suburu,Legacy,Private,Urban,2013
136,29,854021,29-04-2010,OH,100/300,500,88987,1203.24,600702,FEMALE,JD,transport-moving,video-games,other-relative,05-02-2015,Vehicle Theft,Others,Minor Damage,NY,Columbus,2,0,6200,1240,4340,Honda,Accord,Private,Urban,1999
216,36,454086,10-11-1992,IN,500/1000,1000,21443,1152.4,615921,FEMALE,Associate,priv-house-serv,reading,unmarried,25-01-2015,Parked Car,Others,Minor Damage,VA,Springfield,2,3,6160,560,3920,Mercedes,E400,Commercial,Rural,2014
278,48,139484,24-07-1999,IN,500/1000,2000,21443,1142.62,475588,FEMALE,MD,farming-fishing,dancing,not-in-family,16-01-2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Northbrook,2,0,76050,11700,52650,Chevrolet,Silverado,Private,Rural,1997
295,48,678849,22-02-1992,OH,500/1000,1000,180627,1332.07,609409,FEMALE,MD,exec-managerial,polo,unmarried,28-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Hillsdale,2,1,86060,13240,59580,Volkswagen,Passat,Commercial,Rural,2002
112,30,346940,13-09-2002,OH,500/1000,1000,0,1166.54,479852,FEMALE,Masters,prof-specialty,sleeping,not-in-family,21-01-2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Arlington,2,0,107900,10790,75530,Dodge,Neon,Private,Urban,1997
122,34,985436,09-08-2003,IL,250/500,500,21826,1495.06,452249,FEMALE,Masters,prof-specialty,polo,unmarried,07-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,PA,Columbus,2,0,99990,18180,63630,Mercedes,E400,Private,Rural,2011
108,29,237418,04-12-2007,IN,500/1000,1000,157649,1337.92,441536,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,23-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Columbus,2,2,61380,11160,44640,Suburu,Legacy,Private,Urban,2012
14,28,335780,22-07-2002,OH,250/500,2000,33283,1587.96,601617,FEMALE,Associate,craft-repair,board-games,unmarried,14-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Riverwood,2,1,71280,12960,45360,Audi,A5,Commercial,Urban,2012
298,45,491392,03-07-1992,IL,500/1000,1000,110880,1362.29,442598,MALE,High School,farming-fishing,yachting,unmarried,27-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Northbend,0,0,64000,12800,44800,Saab,95,Private,Rural,1999
276,46,140880,29-03-2005,IL,250/500,500,35262,1448.84,430987,FEMALE,Masters,machine-op-inspct,bungie-jumping,husband,21-02-2015,Parked Car,Others,Trivial Damage,SC,Hillsdale,0,1,5940,660,4620,Toyota,Highlander,Private,Urban,2015
47,37,962591,16-03-2008,IN,250/500,2000,68524,1241.97,430104,MALE,High School,other-service,movies,not-in-family,05-01-2015,Parked Car,Others,Minor Damage,NY,Hillsdale,1,0,6700,670,5360,Jeep,Wrangler,Private,Rural,2011
222,42,922565,23-05-1999,IL,250/500,500,14822,1124.6,612904,MALE,Associate,armed-forces,hiking,not-in-family,30-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,0,0,51740,11940,31840,Jeep,Wrangler,Private,Urban,2006
119,28,288580,22-11-2012,OH,250/500,2000,41746,1079.92,430886,MALE,High School,machine-op-inspct,hiking,husband,26-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,PA,Riverwood,0,1,53600,6700,40200,Volkswagen,Jetta,Commercial,Rural,2007
73,29,154280,29-01-1993,IL,250/500,1000,28726,1447.78,467947,MALE,College,protective-serv,board-games,wife,10-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Arlington,1,0,44910,4990,34930,Dodge,Neon,Private,Rural,2001
8,31,425973,11-02-2003,IN,250/500,500,40202,1229.16,604804,FEMALE,MD,transport-moving,kayaking,wife,23-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,PA,Hillsdale,0,2,48100,11100,29600,Volkswagen,Jetta,Commercial,Rural,2014
294,44,477177,15-08-1990,IL,100/300,1000,69794,1226.49,460308,FEMALE,PhD,farming-fishing,kayaking,unmarried,05-02-2015,Vehicle Theft,Others,Trivial Damage,WV,Riverwood,0,1,6100,610,4270,Ford,Fusion,Private,Urban,2002
324,46,648509,06-03-2010,IN,100/300,2000,29979,897.89,618862,MALE,MD,tech-support,board-games,wife,21-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,PA,Hillsdale,1,0,79600,15920,47760,Jeep,Wrangler,Commercial,Rural,2011
155,34,914815,27-09-1990,IN,100/300,500,0,1706.79,462479,MALE,Masters,protective-serv,dancing,other-relative,07-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,OH,Hillsdale,1,1,77040,8560,59920,Honda,Civic,Commercial,Urban,1998
261,45,249048,17-06-2005,IL,250/500,1000,155234,1254.18,457555,FEMALE,PhD,prof-specialty,kayaking,other-relative,11-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Columbus,0,1,62590,11380,39830,Volkswagen,Jetta,Commercial,Urban,2003
245,40,144323,14-09-2001,IN,500/1000,500,118870,885.08,459984,FEMALE,Masters,armed-forces,skydiving,other-relative,06-02-2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Northbend,0,1,85150,13100,58950,Chevrolet,Malibu,Private,Urban,1998
235,39,651861,07-01-2011,IL,100/300,500,11882,1046.58,434982,MALE,MD,tech-support,exercise,wife,24-01-2015,Vehicle Theft,Others,Trivial Damage,NY,Hillsdale,2,1,4950,450,3600,Chevrolet,Silverado,Private,Rural,2010
53,36,125324,13-09-2003,OH,500/1000,2000,10405,1712.68,614233,MALE,Associate,handlers-cleaners,basketball,not-in-family,18-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Riverwood,2,0,51100,10220,35770,Audi,A3,Private,Urban,2006
426,54,398102,24-10-1997,IL,500/1000,2000,53458,1097.71,605258,FEMALE,Masters,adm-clerical,reading,not-in-family,12-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Springfield,2,3,100800,16800,67200,Dodge,Neon,Private,Urban,1997
111,27,514065,04-01-2009,IN,250/500,500,166654,1363.77,604377,FEMALE,Masters,tech-support,exercise,husband,17-01-2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Springfield,2,3,90970,16540,57890,Accura,RSX,Commercial,Urban,2009
86,26,391652,12-10-1998,OH,100/300,500,60214,1382.88,434923,MALE,JD,tech-support,cross-fit,other-relative,12-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Northbend,1,1,81840,14880,59520,Chevrolet,Malibu,Private,Rural,2011
296,46,922167,23-02-1993,OH,100/300,1000,45803,1141.35,476456,MALE,Masters,craft-repair,sleeping,not-in-family,06-01-2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbend,0,2,54900,5490,43920,Mercedes,C300,Commercial,Urban,2013
125,35,442795,07-07-1996,OH,500/1000,500,64412,1054.83,446788,MALE,JD,tech-support,cross-fit,husband,25-02-2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Northbend,2,3,88660,8060,64480,Mercedes,C300,Commercial,Urban,2007
177,34,226330,23-01-2013,IL,100/300,2000,104575,1057.77,477382,FEMALE,JD,tech-support,bungie-jumping,unmarried,16-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,NC,Riverwood,1,1,18000,2250,13500,Audi,A3,Commercial,Urban,2009
238,39,134430,06-12-2006,IN,250/500,2000,25564,1488.02,600275,FEMALE,JD,protective-serv,exercise,other-relative,25-02-2015,Vehicle Theft,Others,Minor Damage,NY,Northbrook,1,3,5500,1100,3850,Chevrolet,Tahoe,Private,Urban,2010
81,25,524230,23-02-2014,IN,100/300,500,14461,920.3,461958,FEMALE,High School,tech-support,hiking,own-child,21-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,WV,Hillsdale,1,0,73920,13440,53760,Honda,Civic,Private,Rural,2003
128,28,438817,16-11-2007,OH,500/1000,1000,78418,986.53,472720,FEMALE,High School,adm-clerical,polo,other-relative,16-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,VA,Columbus,0,2,101860,18520,64820,Honda,CRV,Private,Rural,2007
449,57,293794,17-04-1999,OH,250/500,2000,0,1440.68,442395,MALE,Associate,tech-support,movies,own-child,09-02-2015,Parked Car,Others,Minor Damage,SC,Riverwood,0,1,5390,980,3430,Volkswagen,Passat,Private,Rural,2008
